"phoneme","canBeFirst","canBeMid","maleEnding","femaleEnding","outFirst","likedFirst","outMid","likedMid","outMale","likedMale","outFemale","likedFemale"
"plu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ply",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"po",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"pr'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"pra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"pre",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"pru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pry",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ps'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"psa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"pse",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"psi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pso",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"psu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"psy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pw'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"pwa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"pwe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pwi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"pwo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"pwy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"py",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"q'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"qa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"qe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"qi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"qo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"qu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"qu'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"qua",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"quae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"que",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"qui",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"quo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"quu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"quy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"qy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"r'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"ra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"rae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"re",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"rh'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"rha",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"rhe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"rhi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"rho",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"rhu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"rhy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"ru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ry",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"s'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sc'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sca",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sce",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sci",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sco",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"scu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"scy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"se",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sh'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sha",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"she",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"shi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sho",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"shonne",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"shu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"shy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"si",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sius",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sk'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"ska",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"ske",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ski",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sko",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"sku",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sky",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sl'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sla",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sle",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sli",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"slo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"slu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sly",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sm'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sma",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sme",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"smi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"smo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"smu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"smy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sn'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sna",FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sne",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sni",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sno",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"snu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sny",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"so",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"sp'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"spa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"spe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"spi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"spo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"spu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"spy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sq'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sqa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sqe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,1,0
"sqi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sqo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"squ",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"squ'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"squa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sque",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"squi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"squo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"squu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"squy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sqy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sr'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sre",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"sru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sry",TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,0,0
"st'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sta",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"ste",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sti",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sto",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"stu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sty",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"su",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sw'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"swa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sway",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"swe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"swi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"swo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"swu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"swy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"sz'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"sza",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"sze",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"szi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"szo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"szu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"szy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"t'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"ta",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"tae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"te",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"th'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"tha",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"the",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tho",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"thr'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"thra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"thre",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"thru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thry",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"thy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ti",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tjy",TRUE,TRUE,TRUE,TRUE,0,0,1,0,0,0,0,0
"to",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"tr'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"tra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"trae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tre",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"tru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"try",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ts'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"tsa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"tse",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tsi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tso",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"tsu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tsy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"tw'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"twa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"twe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"twi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"two",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"twu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"twy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ty",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"u'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"ua",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"ue",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ui",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"un",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"uo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"uu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"uu'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"uy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"uze",FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"v'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"va",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"vae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ve",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"vi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"vo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"vonne",FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"vu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"vy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"w'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"wa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"we",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"wr'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"wra",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"wre",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wri",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wro",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"wru",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wry",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"wyk",FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0
"x'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"xa",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"xe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"xi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"xo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"xu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"xy",FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"y'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"ya",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"yae",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"ye",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"yi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"yo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"yu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"z'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"za",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"ze",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zh'",TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0
"zha",TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0
"zhe",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zhi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zho",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"zhu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zhy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zi",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zo",TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0
"zu",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
"zy",TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0
